#mean:3866.35 standard variance:1853.34,,,
"#""Time""",Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Data collected at five minute intervals.
2004-11-27 05:00:00,-0.814672,,
2004-11-27 05:05:00,-0.80185,,
2004-11-27 05:10:00,-0.76952,,
2004-11-27 05:15:00,-0.816908,,
2004-11-27 05:20:00,-0.820172,,
2004-11-27 05:25:00,-0.82008,,
2004-11-27 05:30:00,-0.769441,,
2004-11-27 05:35:00,-0.820725,,
2004-11-27 05:40:00,-0.829608,,
2004-11-27 05:45:00,-0.856843,,
2004-11-27 05:50:00,-0.851563,,
2004-11-27 05:55:00,-0.838718,,
2004-11-27 06:00:00,-0.842424,,
2004-11-27 06:05:00,-0.858724,,
2004-11-27 06:10:00,-0.800024,,
2004-11-27 06:15:00,-0.824531,,
2004-11-27 06:20:00,-0.80565,,
2004-11-27 06:25:00,-0.819603,,
2004-11-27 06:30:00,-0.813838,,
2004-11-27 06:35:00,-0.821935,,
2004-11-27 06:40:00,-0.792485,,
2004-11-27 06:45:00,-0.803868,,
2004-11-27 06:50:00,-0.87912,,
2004-11-27 06:55:00,-0.931752,,
2004-11-27 07:00:00,-0.902606,,
2004-11-27 07:05:00,-0.906045,,
2004-11-27 07:10:00,-0.858646,,
2004-11-27 07:15:00,-0.887511,,
2004-11-27 07:20:00,-0.936581,,
2004-11-27 07:25:00,-0.947593,,
2004-11-27 07:30:00,-0.929861,,
2004-11-27 07:35:00,-0.967007,,
2004-11-27 07:40:00,-0.965267,,
2004-11-27 07:45:00,-0.946615,,
2004-11-27 07:50:00,-0.961252,,
2004-11-27 07:55:00,-0.918272,,
2004-11-27 08:00:00,-0.921671,,
2004-11-27 08:05:00,-0.921434,,
2004-11-27 08:10:00,-0.90186,,
2004-11-27 08:15:00,-0.88834,,
2004-11-27 08:20:00,-0.928603,,
2004-11-27 08:25:00,-0.901405,,
2004-11-27 08:30:00,-0.895644,,
2004-11-27 08:35:00,-0.848976,,
2004-11-27 08:40:00,-0.882852,,
2004-11-27 08:45:00,-0.872887,,
2004-11-27 08:50:00,-0.819409,,
2004-11-27 08:55:00,-0.854211,,
2004-11-27 09:00:00,-0.852279,,
2004-11-27 09:05:00,-0.867856,,
2004-11-27 09:10:00,-0.830558,,
2004-11-27 09:15:00,-0.826624,,
2004-11-27 09:20:00,-0.809152,,
2004-11-27 09:25:00,-0.786044,,
2004-11-27 09:30:00,-0.805846,,
2004-11-27 09:35:00,-0.742024,,
2004-11-27 09:40:00,-0.716491,,
2004-11-27 09:45:00,-0.773885,,
2004-11-27 09:50:00,-0.710692,,
2004-11-27 09:55:00,-0.708001,,
2004-11-27 10:00:00,-0.692999,,
2004-11-27 10:05:00,-0.640111,,
2004-11-27 10:10:00,-0.600209,,
2004-11-27 10:15:00,-0.59234,,
2004-11-27 10:20:00,-0.572072,,
2004-11-27 10:25:00,-0.507583,,
2004-11-27 10:30:00,-0.563542,,
2004-11-27 10:35:00,-0.542874,,
2004-11-27 10:40:00,-0.511052,,
2004-11-27 10:45:00,-0.487501,,
2004-11-27 10:50:00,-0.483571,,
2004-11-27 10:55:00,-0.448908,,
2004-11-27 11:00:00,-0.467604,,
2004-11-27 11:05:00,-0.385184,,
2004-11-27 11:10:00,-0.366997,,
2004-11-27 11:15:00,-0.42913,,
2004-11-27 11:20:00,-0.394252,,
2004-11-27 11:25:00,-0.42702,,
2004-11-27 11:30:00,-0.43873,,
2004-11-27 11:35:00,-0.365823,,
2004-11-27 11:40:00,-0.323516,,
2004-11-27 11:45:00,-0.340807,,
2004-11-27 11:50:00,-0.233766,,
2004-11-27 11:55:00,-0.301739,,
2004-11-27 12:00:00,-0.293405,,
2004-11-27 12:05:00,-0.284855,,
2004-11-27 12:10:00,-0.262177,,
2004-11-27 12:15:00,-0.268379,,
2004-11-27 12:20:00,-0.257219,,
2004-11-27 12:25:00,-0.215637,,
2004-11-27 12:30:00,-0.181033,,
2004-11-27 12:35:00,-0.212951,,
2004-11-27 12:40:00,-0.15051,,
2004-11-27 12:45:00,-0.143603,,
2004-11-27 12:50:00,-0.121047,,
2004-11-27 12:55:00,-0.155975,,
2004-11-27 13:00:00,-0.180423,,
2004-11-27 13:05:00,-0.166342,,
2004-11-27 13:10:00,-0.141497,,
2004-11-27 13:15:00,-0.137245,,
2004-11-27 13:20:00,-0.133498,,
2004-11-27 13:25:00,-0.141487,,
2004-11-27 13:30:00,-0.102254,,
2004-11-27 13:35:00,-0.0205414,,
2004-11-27 13:40:00,0.00608283,,
2004-11-27 13:45:00,-0.0046006,,
2004-11-27 13:50:00,0.0480315,,
2004-11-27 13:55:00,0.0478478,,
2004-11-27 14:00:00,0.0439806,,
2004-11-27 14:05:00,0.12633,,
2004-11-27 14:10:00,0.133825,,
2004-11-27 14:15:00,0.0475151,,
2004-11-27 14:20:00,0.0858393,,
2004-11-27 14:25:00,-0.000111053,,
2004-11-27 14:30:00,0.0331993,,
2004-11-27 14:35:00,0.09845,,
2004-11-27 14:40:00,0.104341,,
2004-11-27 14:45:00,0.0914367,,
2004-11-27 14:50:00,0.156281,,
2004-11-27 14:55:00,0.113004,,
2004-11-27 15:00:00,0.110166,,
2004-11-27 15:05:00,0.0923775,,
2004-11-27 15:10:00,0.122688,,
2004-11-27 15:15:00,0.126411,,
2004-11-27 15:20:00,0.166188,,
2004-11-27 15:25:00,0.131447,,
2004-11-27 15:30:00,0.15421,,
2004-11-27 15:35:00,0.274457,,
2004-11-27 15:40:00,0.254323,,
2004-11-27 15:45:00,0.199286,,
2004-11-27 15:50:00,0.282173,,
2004-11-27 15:55:00,0.210785,,
2004-11-27 16:00:00,0.195406,,
2004-11-27 16:05:00,0.234173,,
2004-11-27 16:10:00,0.201371,,
2004-11-27 16:15:00,0.186927,,
2004-11-27 16:20:00,0.219801,,
2004-11-27 16:25:00,0.194987,,
2004-11-27 16:30:00,0.167971,,
2004-11-27 16:35:00,0.177696,,
2004-11-27 16:40:00,0.166135,,
2004-11-27 16:45:00,0.110494,,
2004-11-27 16:50:00,0.168722,,
2004-11-27 16:55:00,0.129401,,
2004-11-27 17:00:00,0.131097,,
2004-11-27 17:05:00,0.136687,,
2004-11-27 17:10:00,0.121758,,
2004-11-27 17:15:00,0.127334,,
2004-11-27 17:20:00,0.145702,,
2004-11-27 17:25:00,0.122762,,
2004-11-27 17:30:00,0.10362,,
2004-11-27 17:35:00,0.110866,,
2004-11-27 17:40:00,0.0734155,,
2004-11-27 17:45:00,0.0934465,,
2004-11-27 17:50:00,0.144968,,
2004-11-27 17:55:00,0.107897,,
2004-11-27 18:00:00,0.0611991,,
2004-11-27 18:05:00,0.0439437,,
2004-11-27 18:10:00,0.0643372,,
2004-11-27 18:15:00,0.0973867,,
2004-11-27 18:20:00,0.0706175,,
2004-11-27 18:25:00,0.0105378,,
2004-11-27 18:30:00,0.00475252,,
2004-11-27 18:35:00,-0.0082596,,
2004-11-27 18:40:00,-0.0149604,,
2004-11-27 18:45:00,0.0160679,,
2004-11-27 18:50:00,0.0406685,,
2004-11-27 18:55:00,0.0220577,,
2004-11-27 19:00:00,-0.0131054,,
2004-11-27 19:05:00,-0.071882,,
2004-11-27 19:10:00,0.0037784,,
2004-11-27 19:15:00,-0.0189327,,
2004-11-27 19:20:00,0.00621157,,
2004-11-27 19:25:00,0.0316149,,
2004-11-27 19:30:00,0.0717233,,
2004-11-27 19:35:00,0.0659002,,
2004-11-27 19:40:00,0.134357,,
2004-11-27 19:45:00,0.197096,,
2004-11-27 19:50:00,0.180362,,
2004-11-27 19:55:00,0.162648,,
2004-11-27 20:00:00,0.0613325,,
2004-11-27 20:05:00,0.0229057,,
2004-11-27 20:10:00,0.0397197,,
2004-11-27 20:15:00,0.0565183,,
2004-11-27 20:20:00,0.103538,,
2004-11-27 20:25:00,0.036154,,
2004-11-27 20:30:00,-0.00477388,,
2004-11-27 20:35:00,0.00225341,,
2004-11-27 20:40:00,0.000290183,,
2004-11-27 20:45:00,0.00723687,,
2004-11-27 20:50:00,-0.00764846,,
2004-11-27 20:55:00,-0.0653492,,
2004-11-27 21:00:00,-0.063531,,
2004-11-27 21:05:00,-0.0378892,,
2004-11-27 21:10:00,-0.0103224,,
2004-11-27 21:15:00,-0.0183616,,
2004-11-27 21:20:00,-0.00581648,,
2004-11-27 21:25:00,-0.0503538,,
2004-11-27 21:30:00,-0.0489374,,
2004-11-27 21:35:00,-0.0594466,,
2004-11-27 21:40:00,-0.0531403,,
2004-11-27 21:45:00,-0.0211128,,
2004-11-27 21:50:00,0.003318,,
2004-11-27 21:55:00,-0.0503517,,
2004-11-27 22:00:00,-0.0423996,,
2004-11-27 22:05:00,-0.00424136,,
2004-11-27 22:10:00,-0.0197735,,
2004-11-27 22:15:00,-0.0586763,,
2004-11-27 22:20:00,-0.038782,,
2004-11-27 22:25:00,-0.0287089,,
2004-11-27 22:30:00,-0.0430255,,
2004-11-27 22:35:00,-0.0060094,,
2004-11-27 22:40:00,-0.0223475,,
2004-11-27 22:45:00,-0.0354111,,
2004-11-27 22:50:00,-0.0105228,,
2004-11-27 22:55:00,-0.0287171,,
2004-11-27 23:00:00,-0.0956427,,
2004-11-27 23:05:00,-0.0761094,,
2004-11-27 23:10:00,-0.0806277,,
2004-11-27 23:15:00,-0.119998,,
2004-11-27 23:20:00,-0.0767425,,
2004-11-27 23:25:00,-0.0649941,,
2004-11-27 23:30:00,-0.0692706,,
2004-11-27 23:35:00,-0.0637565,,
2004-11-27 23:40:00,-0.0494961,,
2004-11-27 23:45:00,-0.0290812,,
2004-11-27 23:50:00,-0.0501459,,
2004-11-27 23:55:00,-0.0652166,,
2004-11-28 00:00:00,-0.101147,,
2004-11-28 00:05:00,-0.118563,,
2004-11-28 00:10:00,-0.155352,,
2004-11-28 00:15:00,0.00215941,,
2004-11-28 00:20:00,0.250466,,
2004-11-28 00:25:00,0.202828,,
2004-11-28 00:30:00,0.194355,,
2004-11-28 00:35:00,0.189271,,
2004-11-28 00:40:00,0.151543,,
2004-11-28 00:45:00,0.127418,,
2004-11-28 00:50:00,0.159848,,
2004-11-28 00:55:00,0.164103,,
2004-11-28 01:00:00,0.13151,,
2004-11-28 01:05:00,0.0780433,,
2004-11-28 01:10:00,0.0705193,,
2004-11-28 01:15:00,-0.0341093,,
2004-11-28 01:20:00,0.0097138,,
2004-11-28 01:25:00,-0.0164526,,
2004-11-28 01:30:00,-0.0383763,,
2004-11-28 01:35:00,-0.0287239,,
2004-11-28 01:40:00,-0.0570326,,
2004-11-28 01:45:00,-0.0521519,,
2004-11-28 01:50:00,-0.0276798,,
2004-11-28 01:55:00,-0.0578781,,
2004-11-28 02:00:00,-0.131186,,
2004-11-28 02:05:00,-0.091534,,
2004-11-28 02:10:00,-0.0758245,,
2004-11-28 02:15:00,-0.11676,,
2004-11-28 02:20:00,-0.0528191,,
2004-11-28 02:25:00,-0.0952699,,
2004-11-28 02:30:00,-0.125598,,
2004-11-28 02:35:00,-0.196005,,
2004-11-28 02:40:00,-0.250155,,
2004-11-28 02:45:00,-0.25841,,
2004-11-28 02:50:00,-0.254077,,
2004-11-28 02:55:00,-0.218913,,
2004-11-28 03:00:00,-0.249033,,
2004-11-28 03:05:00,-0.292351,,
2004-11-28 03:10:00,-0.320648,,
2004-11-28 03:15:00,-0.336738,,
2004-11-28 03:20:00,-0.350894,,
2004-11-28 03:25:00,-0.405617,,
2004-11-28 03:30:00,-0.440888,,
2004-11-28 03:35:00,-0.481026,,
2004-11-28 03:40:00,-0.443065,,
2004-11-28 03:45:00,-0.420452,,
2004-11-28 03:50:00,-0.353296,,
2004-11-28 03:55:00,-0.352769,,
2004-11-28 04:00:00,-0.345507,,
2004-11-28 04:05:00,-0.405553,,
2004-11-28 04:10:00,-0.410201,,
2004-11-28 04:15:00,-0.357482,,
2004-11-28 04:20:00,-0.341438,,
2004-11-28 04:25:00,-0.436246,,
2004-11-28 04:30:00,-0.483229,,
2004-11-28 04:35:00,-0.511964,,
2004-11-28 04:40:00,-0.519031,,
2004-11-28 04:45:00,-0.510805,,
2004-11-28 04:50:00,-0.510958,,
2004-11-28 04:55:00,-0.569355,,
2004-11-28 05:00:00,-0.570756,,
2004-11-28 05:05:00,-0.572261,,
2004-11-28 05:10:00,-0.617579,,
2004-11-28 05:15:00,-0.62428,,
2004-11-28 05:20:00,-0.614449,,
2004-11-28 05:25:00,-0.632393,,
2004-11-28 05:30:00,-0.645786,,
2004-11-28 05:35:00,-0.670639,,
2004-11-28 05:40:00,-0.713438,,
2004-11-28 05:45:00,-0.736088,,
2004-11-28 05:50:00,-0.685056,,
2004-11-28 05:55:00,-0.832301,,
2004-11-28 06:00:00,-0.884266,,
2004-11-28 06:05:00,-0.883752,,
2004-11-28 06:10:00,-0.888123,,
2004-11-28 06:15:00,-0.8931,,
2004-11-28 06:20:00,-0.88082,,
2004-11-28 06:25:00,-0.919646,,
2004-11-28 06:30:00,-0.913699,,
2004-11-28 06:35:00,-0.919994,,
2004-11-28 06:40:00,-0.919127,,
2004-11-28 06:45:00,-0.870002,,
2004-11-28 06:50:00,-0.851296,,
2004-11-28 06:55:00,-0.915447,,
2004-11-28 07:00:00,-0.973432,,
2004-11-28 07:05:00,-0.909853,,
2004-11-28 07:10:00,-0.909256,,
2004-11-28 07:15:00,-0.946552,,
2004-11-28 07:20:00,-0.932496,,
2004-11-28 07:25:00,-0.960264,,
2004-11-28 07:30:00,-0.936352,,
2004-11-28 07:35:00,-0.961934,,
2004-11-28 07:40:00,-0.979118,,
2004-11-28 07:45:00,-0.999134,,
2004-11-28 07:50:00,-0.947161,,
2004-11-28 07:55:00,-0.962663,,
2004-11-28 08:00:00,-1.00305,,
2004-11-28 08:05:00,-0.962889,,
2004-11-28 08:10:00,-0.952892,,
2004-11-28 08:15:00,-0.984765,,
2004-11-28 08:20:00,-0.965382,,
2004-11-28 08:25:00,-0.996149,,
2004-11-28 08:30:00,-0.967665,,
2004-11-28 08:35:00,-0.957634,,
2004-11-28 08:40:00,-0.939111,,
2004-11-28 08:45:00,-0.927983,,
2004-11-28 08:50:00,-0.92512,,
2004-11-28 08:55:00,-0.941077,,
2004-11-28 09:00:00,-0.951408,,
2004-11-28 09:05:00,-0.959261,,
2004-11-28 09:10:00,-0.939683,,
2004-11-28 09:15:00,-0.953348,,
2004-11-28 09:20:00,-0.932496,,
2004-11-28 09:25:00,-0.936523,,
2004-11-28 09:30:00,-0.905113,,
2004-11-28 09:35:00,-0.865065,,
2004-11-28 09:40:00,-0.86642,,
2004-11-28 09:45:00,-0.866809,,
2004-11-28 09:50:00,-0.755588,,
2004-11-28 09:55:00,-0.731617,,
2004-11-28 10:00:00,-0.736558,,
2004-11-28 10:05:00,-0.748301,,
2004-11-28 10:10:00,-0.703546,,
2004-11-28 10:15:00,-0.711938,,
2004-11-28 10:20:00,-0.745769,,
2004-11-28 10:25:00,-0.741588,,
2004-11-28 10:30:00,-0.694054,,
2004-11-28 10:35:00,-0.693292,,
2004-11-28 10:40:00,-0.678978,,
2004-11-28 10:45:00,-0.690288,,
2004-11-28 10:50:00,-0.601416,,
2004-11-28 10:55:00,-0.635275,,
2004-11-28 11:00:00,-0.604694,,
2004-11-28 11:05:00,-0.582504,,
2004-11-28 11:10:00,-0.544365,,
2004-11-28 11:15:00,-0.529514,,
2004-11-28 11:20:00,-0.478756,,
2004-11-28 11:25:00,-0.503609,,
2004-11-28 11:30:00,-0.479805,,
2004-11-28 11:35:00,-0.445851,,
2004-11-28 11:40:00,-0.409682,,
2004-11-28 11:45:00,-0.367756,,
2004-11-28 11:50:00,-0.370925,,
2004-11-28 11:55:00,-0.358313,,
2004-11-28 12:00:00,-0.338249,,
2004-11-28 12:05:00,-0.301778,,
2004-11-28 12:10:00,-0.189443,,
2004-11-28 12:15:00,-0.217495,,
2004-11-28 12:20:00,-0.210383,,
2004-11-28 12:25:00,-0.247776,,
2004-11-28 12:30:00,-0.23341,,
2004-11-28 12:35:00,-0.234247,,
2004-11-28 12:40:00,-0.175224,,
2004-11-28 12:45:00,-0.179245,,
2004-11-28 12:50:00,-0.10131,,
2004-11-28 12:55:00,-0.0937655,,
2004-11-28 13:00:00,-0.0877664,,
2004-11-28 13:05:00,-0.0394306,,
2004-11-28 13:10:00,0.0240546,,
2004-11-28 13:15:00,0.0860982,,
2004-11-28 13:20:00,0.0860501,,
2004-11-28 13:25:00,0.0633389,,
2004-11-28 13:30:00,0.0584721,,
2004-11-28 13:35:00,0.0834538,,
2004-11-28 13:40:00,0.119731,,
2004-11-28 13:45:00,0.078171,,
2004-11-28 13:50:00,0.100359,,
2004-11-28 13:55:00,0.081849,,
2004-11-28 14:00:00,0.0871271,,
2004-11-28 14:05:00,0.121541,,
2004-11-28 14:10:00,0.129056,,
2004-11-28 14:15:00,0.177942,,
2004-11-28 14:20:00,0.215017,,
2004-11-28 14:25:00,0.17159,,
2004-11-28 14:30:00,0.209404,,
2004-11-28 14:35:00,0.266594,,
2004-11-28 14:40:00,0.322407,,
2004-11-28 14:45:00,0.295631,,
2004-11-28 14:50:00,0.315624,,
2004-11-28 14:55:00,0.283871,,
2004-11-28 15:00:00,0.258703,,
2004-11-28 15:05:00,0.31525,,
2004-11-28 15:10:00,0.342896,,
2004-11-28 15:15:00,0.308369,,
2004-11-28 15:20:00,0.384743,,
2004-11-28 15:25:00,0.400921,,
2004-11-28 15:30:00,0.412689,,
2004-11-28 15:35:00,0.45195,,
2004-11-28 15:40:00,0.424384,,
2004-11-28 15:45:00,0.363757,,
2004-11-28 15:50:00,0.355236,,
2004-11-28 15:55:00,0.372212,,
2004-11-28 16:00:00,0.398153,,
2004-11-28 16:05:00,0.390398,,
2004-11-28 16:10:00,0.418291,,
2004-11-28 16:15:00,0.355541,,
2004-11-28 16:20:00,0.362148,,
2004-11-28 16:25:00,0.35652,,
2004-11-28 16:30:00,0.352016,,
2004-11-28 16:35:00,0.32567,,
2004-11-28 16:40:00,0.374852,,
2004-11-28 16:45:00,0.395292,,
2004-11-28 16:50:00,0.39932,,
2004-11-28 16:55:00,0.415276,,
2004-11-28 17:00:00,0.415605,,
2004-11-28 17:05:00,0.429697,,
2004-11-28 17:10:00,0.458085,,
2004-11-28 17:15:00,0.416395,,
2004-11-28 17:20:00,0.411506,,
2004-11-28 17:25:00,0.403986,,
2004-11-28 17:30:00,0.422144,,
2004-11-28 17:35:00,0.339007,,
2004-11-28 17:40:00,0.368209,,
2004-11-28 17:45:00,0.36354,,
2004-11-28 17:50:00,0.409632,,
2004-11-28 17:55:00,0.421125,,
2004-11-28 18:00:00,0.386213,,
2004-11-28 18:05:00,0.367159,,
2004-11-28 18:10:00,0.362304,,
2004-11-28 18:15:00,0.30832,,
2004-11-28 18:20:00,0.363837,,
2004-11-28 18:25:00,0.316309,,
2004-11-28 18:30:00,0.345344,,
2004-11-28 18:35:00,0.303296,,
2004-11-28 18:40:00,0.361817,,
2004-11-28 18:45:00,0.330929,,
2004-11-28 18:50:00,0.356534,,
2004-11-28 18:55:00,0.328144,,
2004-11-28 19:00:00,0.362036,,
2004-11-28 19:05:00,0.391686,,
2004-11-28 19:10:00,0.406688,,
2004-11-28 19:15:00,0.413949,,
2004-11-28 19:20:00,0.422891,,
2004-11-28 19:25:00,0.345488,,
2004-11-28 19:30:00,0.393936,,
2004-11-28 19:35:00,0.357029,,
2004-11-28 19:40:00,0.380338,,
2004-11-28 19:45:00,0.366093,,
2004-11-28 19:50:00,0.427348,,
2004-11-28 19:55:00,0.379527,,
2004-11-28 20:00:00,0.365207,,
2004-11-28 20:05:00,0.340998,,
2004-11-28 20:10:00,0.355939,,
2004-11-28 20:15:00,0.356756,,
2004-11-28 20:20:00,0.370593,,
2004-11-28 20:25:00,0.307764,,
2004-11-28 20:30:00,0.293997,,
2004-11-28 20:35:00,0.305398,,
2004-11-28 20:40:00,0.313196,,
2004-11-28 20:45:00,0.298977,,
2004-11-28 20:50:00,0.323601,,
2004-11-28 20:55:00,0.317732,,
2004-11-28 21:00:00,0.371038,,
2004-11-28 21:05:00,0.441819,,
2004-11-28 21:10:00,0.412861,,
2004-11-28 21:15:00,0.411877,,
2004-11-28 21:20:00,0.419338,,
2004-11-28 21:25:00,0.340758,,
2004-11-28 21:30:00,0.281061,,
2004-11-28 21:35:00,0.256593,,
2004-11-28 21:40:00,0.271974,,
2004-11-28 21:45:00,0.29896,,
2004-11-28 21:50:00,0.327253,,
2004-11-28 21:55:00,0.301087,,
2004-11-28 22:00:00,0.299687,,
2004-11-28 22:05:00,0.296993,,
2004-11-28 22:10:00,0.292066,,
2004-11-28 22:15:00,0.231263,,
2004-11-28 22:20:00,0.250375,,
2004-11-28 22:25:00,0.250818,,
2004-11-28 22:30:00,0.210525,,
2004-11-28 22:35:00,0.211295,,
2004-11-28 22:40:00,0.205238,,
2004-11-28 22:45:00,0.261258,,
2004-11-28 22:50:00,0.27719,,
2004-11-28 22:55:00,0.304441,,
2004-11-28 23:00:00,0.242765,,
2004-11-28 23:05:00,0.195712,,
2004-11-28 23:10:00,0.21545,,
2004-11-28 23:15:00,0.19906,,
2004-11-28 23:20:00,0.213082,,
2004-11-28 23:25:00,0.179237,,
2004-11-28 23:30:00,0.17088,,
2004-11-28 23:35:00,0.131193,,
2004-11-28 23:40:00,0.139288,,
2004-11-28 23:45:00,0.0849118,,
2004-11-28 23:50:00,0.0699194,,
2004-11-28 23:55:00,0.0733002,,
2004-11-29 00:00:00,0.0365825,,
2004-11-29 00:05:00,0.00806278,,
2004-11-29 00:10:00,-0.000919682,,
2004-11-29 00:15:00,-0.00756957,,
2004-11-29 00:20:00,0.0075534,,
2004-11-29 00:25:00,-0.099438,,
2004-11-29 00:30:00,-0.102212,,
2004-11-29 00:35:00,-0.0951606,,
2004-11-29 00:40:00,-0.102226,,
2004-11-29 00:45:00,-0.138594,,
2004-11-29 00:50:00,-0.120148,,
2004-11-29 00:55:00,-0.102591,,
2004-11-29 01:00:00,-0.178285,,
2004-11-29 01:05:00,-0.271236,,
2004-11-29 01:10:00,-0.244005,,
2004-11-29 01:15:00,-0.25308,,
2004-11-29 01:20:00,-0.238396,,
2004-11-29 01:25:00,-0.277691,,
2004-11-29 01:30:00,-0.280812,,
2004-11-29 01:35:00,-0.299742,,
2004-11-29 01:40:00,-0.328349,,
2004-11-29 01:45:00,-0.336636,,
2004-11-29 01:50:00,-0.320682,,
2004-11-29 01:55:00,-0.372658,,
2004-11-29 02:00:00,-0.397601,,
2004-11-29 02:05:00,-0.449827,,
2004-11-29 02:10:00,-0.445923,,
2004-11-29 02:15:00,-0.456737,,
2004-11-29 02:20:00,-0.439584,,
2004-11-29 02:25:00,-0.474439,,
2004-11-29 02:30:00,-0.473858,,
2004-11-29 02:35:00,-0.463815,,
2004-11-29 02:40:00,-0.475936,,
2004-11-29 02:45:00,-0.481966,,
2004-11-29 02:50:00,-0.444613,,
2004-11-29 02:55:00,-0.465463,,
2004-11-29 03:00:00,-0.46611,,
2004-11-29 03:05:00,-0.473886,,
2004-11-29 03:10:00,-0.452017,,
2004-11-29 03:15:00,-0.533137,,
2004-11-29 03:20:00,-0.532616,,
2004-11-29 03:25:00,-0.567332,,
2004-11-29 03:30:00,-0.555594,,
2004-11-29 03:35:00,-0.595858,,
2004-11-29 03:40:00,-0.604896,,
2004-11-29 03:45:00,-0.599506,,
2004-11-29 03:50:00,-0.590553,,
2004-11-29 03:55:00,-0.67012,,
2004-11-29 04:00:00,-0.682639,,
2004-11-29 04:05:00,-0.697767,,
2004-11-29 04:10:00,-0.682261,,
2004-11-29 04:15:00,-0.698678,,
2004-11-29 04:20:00,-0.684611,,
2004-11-29 04:25:00,-0.705546,,
2004-11-29 04:30:00,-0.695102,,
2004-11-29 04:35:00,-0.701708,,
2004-11-29 04:40:00,-0.714171,,
2004-11-29 04:45:00,-0.745451,,
2004-11-29 04:50:00,-0.718783,,
2004-11-29 04:55:00,-0.777118,,
2004-11-29 05:00:00,-0.766754,,
2004-11-29 05:05:00,-0.779037,,
2004-11-29 05:10:00,-0.742644,,
2004-11-29 05:15:00,-0.716424,,
2004-11-29 05:20:00,-0.727689,,
2004-11-29 05:25:00,-0.77698,,
2004-11-29 05:30:00,-0.772888,,
2004-11-29 05:35:00,-0.784867,,
2004-11-29 05:40:00,-0.81193,,
2004-11-29 05:45:00,-0.805864,,
2004-11-29 05:50:00,-0.77324,,
2004-11-29 05:55:00,-0.788362,,
2004-11-29 06:00:00,-0.776104,,
2004-11-29 06:05:00,-0.751937,,
2004-11-29 06:10:00,-0.784647,,
2004-11-29 06:15:00,-0.802882,,
2004-11-29 06:20:00,-0.781582,,
2004-11-29 06:25:00,-0.805975,,
2004-11-29 06:30:00,-0.802944,,
2004-11-29 06:35:00,-0.80417,,
2004-11-29 06:40:00,-0.8008,,
2004-11-29 06:45:00,-0.806348,,
2004-11-29 06:50:00,-0.815136,,
2004-11-29 06:55:00,-0.823754,,
2004-11-29 07:00:00,-0.844789,,
2004-11-29 07:05:00,-0.833508,,
2004-11-29 07:10:00,-0.784498,,
2004-11-29 07:15:00,-0.784377,,
2004-11-29 07:20:00,-0.764116,,
2004-11-29 07:25:00,-0.791182,,
2004-11-29 07:30:00,-0.792107,,
2004-11-29 07:35:00,-0.789428,,
2004-11-29 07:40:00,-0.719079,,
2004-11-29 07:45:00,-0.718659,,
2004-11-29 07:50:00,-0.683057,,
2004-11-29 07:55:00,-0.689135,,
2004-11-29 08:00:00,-0.579764,,
2004-11-29 08:05:00,-0.606586,,
2004-11-29 08:10:00,-0.553357,,
2004-11-29 08:15:00,-0.544796,,
2004-11-29 08:20:00,-0.463492,,
2004-11-29 08:25:00,-0.391451,,
2004-11-29 08:30:00,-0.346068,,
2004-11-29 08:35:00,-0.275935,,
2004-11-29 08:40:00,-0.211018,,
2004-11-29 08:45:00,-0.175262,,
2004-11-29 08:50:00,-0.0524337,,
2004-11-29 08:55:00,0.0701619,,
2004-11-29 09:00:00,0.105145,,
2004-11-29 09:05:00,0.234007,,
2004-11-29 09:10:00,0.365605,,
2004-11-29 09:15:00,0.497436,,
2004-11-29 09:20:00,0.691596,,
2004-11-29 09:25:00,0.750503,,
2004-11-29 09:30:00,0.809158,,
2004-11-29 09:35:00,0.831509,,
2004-11-29 09:40:00,0.884945,,
2004-11-29 09:45:00,0.825542,,
2004-11-29 09:50:00,0.847846,,
2004-11-29 09:55:00,0.89792,,
2004-11-29 10:00:00,1.05387,,
2004-11-29 10:05:00,1.05719,,
2004-11-29 10:10:00,1.07647,,
2004-11-29 10:15:00,1.05067,,
2004-11-29 10:20:00,1.11502,,
2004-11-29 10:25:00,1.14686,,
2004-11-29 10:30:00,1.2525,,
2004-11-29 10:35:00,1.21513,,
2004-11-29 10:40:00,1.2147,,
2004-11-29 10:45:00,1.22886,,
2004-11-29 10:50:00,1.24427,,
2004-11-29 10:55:00,1.25544,,
2004-11-29 11:00:00,1.25843,,
2004-11-29 11:05:00,1.33469,,
2004-11-29 11:10:00,1.39646,,
2004-11-29 11:15:00,1.42087,,
2004-11-29 11:20:00,1.44401,,
2004-11-29 11:25:00,1.44296,,
2004-11-29 11:30:00,1.4965,,
2004-11-29 11:35:00,1.52128,,
2004-11-29 11:40:00,1.5281,,
2004-11-29 11:45:00,1.55096,,
2004-11-29 11:50:00,1.58615,,
2004-11-29 11:55:00,1.47028,,
2004-11-29 12:00:00,1.44333,,
2004-11-29 12:05:00,1.46994,,
2004-11-29 12:10:00,1.63041,,
2004-11-29 12:15:00,1.5453,,
2004-11-29 12:20:00,1.57867,,
2004-11-29 12:25:00,1.59278,,
2004-11-29 12:30:00,1.62085,,
2004-11-29 12:35:00,1.60791,,
